#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
11:56:05  59      43     1       12        5       92       75       0          1        49900000000  102000000000  26100000000  51700000000  18      local          1.0%   0           0     0     0     0     45000  121000  840   someReplicaSet0011  SEC
11:56:06  46      36     1       14        5       82       67       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     47000  116000  840   someReplicaSet0011  SEC
11:56:07  54      35     1       15        5       96       68       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     39000  102000  840   someReplicaSet0011  SEC
11:56:08  45      32     1       18        5       86       63       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.4%   0           0     0     0     0     41000  115000  840   someReplicaSet0011  SEC
11:56:09  68      27     1       9         5       94       74       0          0        49900000000  102000000000  26100000000  51700000000  17      somedatabase1  0.2%   0           0     0     0     0     36000  118000  840   someReplicaSet0011  SEC
11:56:10  50      22     1       11        5       86       65       0          0        49900000000  102000000000  26100000000  51700000000  5       local          0.5%   0           0     0     0     0     28000  102000  840   someReplicaSet0011  SEC
11:56:11  64      29     1       12        5       95       56       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     40000  101000  840   someReplicaSet0011  SEC
11:56:12  59      38     1       9         5       95       71       0          1        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.4%   0           0     0     0     0     47000  123000  840   someReplicaSet0011  SEC
11:56:13  58      40     1       14        5       90       67       0          0        49900000000  102000000000  26100000000  51700000000  20      somedatabase1  0.2%   0           0     0     0     0     49000  128000  840   someReplicaSet0011  SEC
11:56:14  43      42     1       10        5       78       45       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.1%   0           0     0     0     0     40000  90000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
11:56:15  61      29     1       7         4       95       65       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     37000  109000  840   someReplicaSet0011  SEC
11:56:16  38      37     1       13        5       83       55       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.2%   0           0     0     0     0     38000  94000   840   someReplicaSet0011  SEC
11:56:17  47      31     1       12        4       84       72       0          0        49900000000  102000000000  26100000000  51700000000  3       somedatabase1  0.3%   0           0     0     0     0     38000  99000   840   someReplicaSet0011  SEC
11:56:18  36      42     1       7         5       79       54       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     42000  108000  840   someReplicaSet0011  SEC
11:56:19  29      41     1       14        5       71       72       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     39000  115000  840   someReplicaSet0011  SEC
11:56:20  42      39     1       9         5       83       60       0          0        49900000000  102000000000  26100000000  51700000000  18      local          0.3%   0           0     0     0     0     37000  86000   840   someReplicaSet0011  SEC
11:56:21  44      39     1       7         5       80       78       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     40000  126000  840   someReplicaSet0011  SEC
11:56:22  46      26     1       10        5       84       67       0          0        49900000000  102000000000  26100000000  51700000000  10      local          0.4%   0           0     0     0     0     30000  89000   840   someReplicaSet0011  SEC
11:56:23  52      43     1       13        5       86       51       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.2%   0           0     0     0     0     45000  108000  840   someReplicaSet0011  SEC
11:56:24  41      38     1       12        5       84       70       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     46000  113000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
11:56:25  40      36     1       10        5       89       74       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     44000  114000  840   someReplicaSet0011  SEC
11:56:26  40      26     1       10        5       74       53       0          1        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     32000  96000   840   someReplicaSet0011  SEC
11:56:27  39      31     1       7         5       78       61       0          0        49900000000  102000000000  26100000000  51700000000  4       local          0.3%   0           0     0     0     0     34000  92000   840   someReplicaSet0011  SEC
11:56:28  49      42     1       4         5       83       44       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     45000  102000  840   someReplicaSet0011  SEC
11:56:29  46      26     1       11        4       84       77       0          0        49900000000  102000000000  26100000000  51700000000  13      local          0.4%   0           0     0     0     0     31000  104000  840   someReplicaSet0011  SEC
11:56:30  44      34     1       14        5       87       85       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     37000  113000  840   someReplicaSet0011  SEC
11:56:31  37      33     1       18        5       80       58       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     41000  102000  840   someReplicaSet0011  SEC
11:56:32  37      26     1       15        5       85       61       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     43000  109000  840   someReplicaSet0011  SEC
11:56:33  35      46     1       11        5       82       55       0          1        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     40000  96000   840   someReplicaSet0011  SEC
11:56:34  37      45     1       12        5       79       55       0          0        49900000000  102000000000  26100000000  51700000000  3       somedatabase1  0.3%   0           0     0     0     0     41000  100000  840   someReplicaSet0011  SEC
